Date,Bar Name,Brand Name,Consumed (ml)
2026-02-12,Pool Bar,Brand B,1042.8235076167923
2026-02-13,Pool Bar,Brand B,1352.468502781696
2026-02-14,Pool Bar,Brand B,1324.5422342221473
2026-02-15,Pool Bar,Brand B,1220.443364786138
2026-02-16,Pool Bar,Brand B,1049.9023709290914
2026-02-17,Pool Bar,Brand B,1016.1398838796172
2026-02-18,Pool Bar,Brand B,1204.5527477869323
2026-02-19,Pool Bar,Brand B,700.9514019333411
2026-02-20,Pool Bar,Brand B,1306.6834020507
2026-02-21,Pool Bar,Brand B,1499.9262546805203
2026-02-22,Pool Bar,Brand B,985.381147274036
2026-02-23,Pool Bar,Brand B,1157.7145465809017
2026-02-24,Pool Bar,Brand B,792.1668779552087
2026-02-25,Pool Bar,Brand B,980.1140064886966
2026-02-26,Pool Bar,Brand B,617.5588366586965
2026-02-27,Pool Bar,Brand B,1224.0378656701876
2026-02-28,Pool Bar,Brand B,1227.1827888026
2026-03-01,Pool Bar,Brand B,840.3181387006564
2026-03-02,Pool Bar,Brand B,955.498591270146
2026-03-03,Pool Bar,Brand B,976.7824646674628
2026-03-04,Pool Bar,Brand B,942.9947765368972
2026-03-05,Pool Bar,Brand B,725.0475115948077
2026-03-06,Pool Bar,Brand B,1359.3487719752543
2026-03-07,Pool Bar,Brand B,1425.754765690518
2026-03-08,Pool Bar,Brand B,946.9806194422924
2026-03-09,Pool Bar,Brand B,956.6634218968117
2026-03-10,Pool Bar,Brand B,869.1907473357924
2026-03-11,Pool Bar,Brand B,964.2144821827222
2026-03-12,Pool Bar,Brand B,836.4511188175502
2026-03-13,Pool Bar,Brand B,1153.9251454914247
2026-03-14,Pool Bar,Brand B,1232.9615628137255
2026-03-15,Pool Bar,Brand B,1031.4598092128997
2026-03-16,Pool Bar,Brand B,1148.8764213540708
2026-03-17,Pool Bar,Brand B,985.8234570807136
2026-03-18,Pool Bar,Brand B,1023.9696809873784
2026-03-19,Pool Bar,Brand B,929.2621124827932
2026-03-20,Pool Bar,Brand B,1271.889241265745
2026-03-21,Pool Bar,Brand B,1317.238893728514
2026-03-22,Pool Bar,Brand B,966.14182167474
2026-03-23,Pool Bar,Brand B,1144.304772693562
2026-03-24,Pool Bar,Brand B,689.3006508624408
2026-03-25,Pool Bar,Brand B,862.7610836075727
2026-03-26,Pool Bar,Brand B,887.7067233762797
2026-03-27,Pool Bar,Brand B,1439.6157549836526
2026-03-28,Pool Bar,Brand B,1164.9066749343797
2026-03-29,Pool Bar,Brand B,1201.987109898231
2026-03-30,Pool Bar,Brand B,905.0239835475768
2026-03-31,Pool Bar,Brand B,601.4953924355264
2026-04-01,Pool Bar,Brand B,935.4730992441096
2026-04-02,Pool Bar,Brand B,1035.0659182743518
2026-04-03,Pool Bar,Brand B,1198.699697464249
2026-04-04,Pool Bar,Brand B,1324.2281611341373
2026-04-05,Pool Bar,Brand B,1060.554755649449
2026-04-06,Pool Bar,Brand B,1004.6155692826412
2026-04-07,Pool Bar,Brand B,599.0521733352195
2026-04-08,Pool Bar,Brand B,791.4481037690289
2026-04-09,Pool Bar,Brand B,1259.122620726845
2026-04-10,Pool Bar,Brand B,1353.9489162920509
2026-04-11,Pool Bar,Brand B,1216.9380158360511
2026-04-12,Pool Bar,Brand B,813.6479439387938
2026-04-13,Pool Bar,Brand B,1086.3559412912543
2026-04-14,Pool Bar,Brand B,1016.9504978378618
2026-04-15,Pool Bar,Brand B,812.6685758080605
2026-04-16,Pool Bar,Brand B,926.5644997134328
2026-04-17,Pool Bar,Brand B,1083.122723308188
2026-04-18,Pool Bar,Brand B,1412.2300556470957
2026-04-19,Pool Bar,Brand B,1235.190467334645
2026-04-20,Pool Bar,Brand B,1164.1529385457295
2026-04-21,Pool Bar,Brand B,962.2723079291212
2026-04-22,Pool Bar,Brand B,1097.435669710869
2026-04-23,Pool Bar,Brand B,1346.6859560987157
2026-04-24,Pool Bar,Brand B,1511.5191013361705
2026-04-25,Pool Bar,Brand B,1244.6708830687091
2026-04-26,Pool Bar,Brand B,846.0340126809645
2026-04-27,Pool Bar,Brand B,1148.622679099001
2026-04-28,Pool Bar,Brand B,832.950318108254
2026-04-29,Pool Bar,Brand B,813.52781420966
2026-04-30,Pool Bar,Brand B,920.2514283739954
2026-01-01,Pool Bar,Brand C,356.2430755059131
2026-01-02,Pool Bar,Brand C,663.5010193508842
2026-01-03,Pool Bar,Brand C,538.4604527403121
2026-01-04,Pool Bar,Brand C,438.8738772910463
2026-01-05,Pool Bar,Brand C,481.0191122165676
2026-01-06,Pool Bar,Brand C,531.2860050759042
2026-01-07,Pool Bar,Brand C,489.10710731797406
2026-01-08,Pool Bar,Brand C,466.0988795117771
2026-01-09,Pool Bar,Brand C,584.4836724222743
2026-01-10,Pool Bar,Brand C,677.2160415305866
2026-01-11,Pool Bar,Brand C,507.1210009343946
2026-01-12,Pool Bar,Brand C,368.4033205917494
2026-01-13,Pool Bar,Brand C,461.4148577575234
2026-01-14,Pool Bar,Brand C,422.51487163212033
2026-01-15,Pool Bar,Brand C,482.150244674156
2026-01-16,Pool Bar,Brand C,503.3079019855377
2026-01-17,Pool Bar,Brand C,701.0444374405968
2026-01-18,Pool Bar,Brand C,425.5896185351595
2026-01-19,Pool Bar,Brand C,345.88383448403124
2026-01-20,Pool Bar,Brand C,432.76639482194224
2026-01-21,Pool Bar,Brand C,475.6947162587647
2026-01-22,Pool Bar,Brand C,350.8785973759458
2026-01-23,Pool Bar,Brand C,667.8451128883954
2026-01-24,Pool Bar,Brand C,626.7752252887561
2026-01-25,Pool Bar,Brand C,461.3074968560648
2026-01-26,Pool Bar,Brand C,577.2909537777516
2026-01-27,Pool Bar,Brand C,397.7837233534258
2026-01-28,Pool Bar,Brand C,477.71646955962217
2026-01-29,Pool Bar,Brand C,361.7563850087581
2026-01-30,Pool Bar,Brand C,628.0794820513831
2026-01-31,Pool Bar,Brand C,718.0744314237114
2026-02-01,Pool Bar,Brand C,437.0746166436528
2026-02-02,Pool Bar,Brand C,421.5884311541096
2026-02-03,Pool Bar,Brand C,496.3635931159338
2026-02-04,Pool Bar,Brand C,425.94311226954153
2026-02-05,Pool Bar,Brand C,522.1985634219315
2026-02-06,Pool Bar,Brand C,624.959768971528
2026-02-07,Pool Bar,Brand C,742.6328120122803
2026-02-08,Pool Bar,Brand C,536.8214607039529
2026-02-09,Pool Bar,Brand C,411.8803612296427
2026-02-10,Pool Bar,Brand C,357.3055741482698
2026-02-11,Pool Bar,Brand C,474.5919996677167
2026-02-12,Pool Bar,Brand C,422.91676287143287
2026-02-13,Pool Bar,Brand C,567.5164402450308
2026-02-14,Pool Bar,Brand C,607.5060763025818
2026-02-15,Pool Bar,Brand C,477.78095178406807
2026-02-16,Pool Bar,Brand C,324.3898089378581
2026-02-17,Pool Bar,Brand C,453.7776094816496
2026-02-18,Pool Bar,Brand C,265.20059225294654
2026-02-19,Pool Bar,Brand C,473.6156748274159
2026-02-20,Pool Bar,Brand C,531.6913072293157
2026-02-21,Pool Bar,Brand C,639.1142408829295
2026-02-22,Pool Bar,Brand C,399.7854847223801
2026-02-23,Pool Bar,Brand C,504.0625671886507
2026-02-24,Pool Bar,Brand C,412.6838513496282
2026-02-25,Pool Bar,Brand C,362.4076692445588
2026-02-26,Pool Bar,Brand C,471.9144044901787
2026-02-27,Pool Bar,Brand C,650.0452552411216
2026-02-28,Pool Bar,Brand C,666.0909856775671
2026-03-01,Pool Bar,Brand C,439.3779350226946
2026-03-02,Pool Bar,Brand C,556.6647994314461
2026-03-03,Pool Bar,Brand C,545.6851625114632
2026-03-04,Pool Bar,Brand C,305.746394971211
2026-03-05,Pool Bar,Brand C,359.88140058435795
2026-03-06,Pool Bar,Brand C,505.7808563597496
2026-03-07,Pool Bar,Brand C,617.4533831082251
2026-03-08,Pool Bar,Brand C,464.16787895930094
2026-03-09,Pool Bar,Brand C,509.7253710257333
2026-03-10,Pool Bar,Brand C,503.9592407803973
2026-03-11,Pool Bar,Brand C,547.4581840489966
2026-03-12,Pool Bar,Brand C,424.2227984586411
2026-03-13,Pool Bar,Brand C,641.6781903693505
2026-03-14,Pool Bar,Brand C,530.4778263871424
2026-03-15,Pool Bar,Brand C,545.087639198028
2026-03-16,Pool Bar,Brand C,477.6031521491379
2026-03-17,Pool Bar,Brand C,461.53372271882944
2026-03-18,Pool Bar,Brand C,389.9974459716428
2026-03-19,Pool Bar,Brand C,589.4806436949252
2026-03-20,Pool Bar,Brand C,620.8434467579075
2026-03-21,Pool Bar,Brand C,794.5325083148999
2026-03-22,Pool Bar,Brand C,437.73065415617725
2026-03-23,Pool Bar,Brand C,476.3902613210806
2026-03-24,Pool Bar,Brand C,425.8362694954575
2026-03-25,Pool Bar,Brand C,341.81975116505544
2026-03-26,Pool Bar,Brand C,483.48577508402207
2026-03-27,Pool Bar,Brand C,632.3144562889958
2026-03-28,Pool Bar,Brand C,543.5859127885517
2026-03-29,Pool Bar,Brand C,459.46697880999255
2026-03-30,Pool Bar,Brand C,482.568044446306
2026-03-31,Pool Bar,Brand C,393.3672641924999
2026-04-01,Pool Bar,Brand C,438.5386892606357
2026-04-02,Pool Bar,Brand C,490.0704078780909
2026-04-03,Pool Bar,Brand C,533.1770877183958
2026-04-04,Pool Bar,Brand C,552.3814600250606
2026-04-05,Pool Bar,Brand C,463.53409829899954
2026-04-06,Pool Bar,Brand C,345.2527810614392
2026-04-07,Pool Bar,Brand C,366.742968460896
2026-04-08,Pool Bar,Brand C,389.70263490586615
2026-04-09,Pool Bar,Brand C,331.0733413310928
2026-04-10,Pool Bar,Brand C,479.7027317057668
2026-04-11,Pool Bar,Brand C,646.4614759779263
2026-04-12,Pool Bar,Brand C,466.939880034355
2026-04-13,Pool Bar,Brand C,467.3984055607261
2026-04-14,Pool Bar,Brand C,405.3840527427398
2026-04-15,Pool Bar,Brand C,276.2798161730767
2026-04-16,Pool Bar,Brand C,429.39194761147183
2026-04-17,Pool Bar,Brand C,657.8421646820319
2026-04-18,Pool Bar,Brand C,482.8916444034803
2026-04-19,Pool Bar,Brand C,370.53066975969546
2026-04-20,Pool Bar,Brand C,426.6869972913648
2026-04-21,Pool Bar,Brand C,327.1930404468828
2026-04-22,Pool Bar,Brand C,469.6106223797453
2026-04-23,Pool Bar,Brand C,480.2535791081955
2026-04-24,Pool Bar,Brand C,569.9647498581155
2026-04-25,Pool Bar,Brand C,576.9162915988975
2026-04-26,Pool Bar,Brand C,393.6660239547759
2026-04-27,Pool Bar,Brand C,432.35563311426944
2026-04-28,Pool Bar,Brand C,490.21552506774407
2026-04-29,Pool Bar,Brand C,449.1299051432448
2026-04-30,Pool Bar,Brand C,376.3958197213923
